Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,age,total_children,total_spending,total_purchases,meat_share,fruit_share,fish_share,sweet_share,gold_share,deals_share,web_share,catalog_share,store_share,Customer_Days
Master,Married,49605.0,65,1,3,0,49,0,127,8,0.2283464566929134,0.12598425196850394,0.09448818897637795,0.15748031496062992,0.06299212598425197,0.125,0.25,0.125,0.5,8
Master,Married,59354.0,59,1,3,0,62,2,459,16,0.16993464052287582,0.0457516339869281,0.08496732026143791,0.02832244008714597,0.02832244008714597,0.0625,0.25,0.25,0.4375,66
Graduation,Married,65747.0,96,4,6,0,46,1,460,19,0.10434782608695652,0.03695652173913044,0.05,0.02826086956521739,0.02826086956521739,0.21052631578947367,0.42105263157894735,0.05263157894736842,0.3157894736842105,114
2n Cycle,Together,46344.0,28,4,7,0,43,1,429,17,0.13286713286713286,0.046620046620046623,0.018648018648018648,0.046620046620046623,0.21212121212121213,0.23529411764705882,0.4117647058823529,0.058823529411764705,0.29411764705882354,562
PhD,Together,61010.0,57,2,5,0,63,1,1021,26,0.05582761998041136,0.0,0.0,0.0,0.07443682664054849,0.07692307692307693,0.3076923076923077,0.19230769230769232,0.4230769230769231,628
Graduation,Together,69372.0,10,1,4,0,66,0,1381,21,0.1947863866763215,0.01882693700217234,0.024619840695148443,0.00941346850108617,0.03041274438812455,0.047619047619047616,0.47619047619047616,0.19047619047619047,0.2857142857142857,495
Graduation,Single,49967.0,4,3,7,0,57,1,306,15,0.22549019607843138,0.0196078431372549,0.013071895424836602,0.0392156862745098,0.00980392156862745,0.2,0.4,0.06666666666666667,0.3333333333333333,356
Graduation,Single,60199.0,49,1,4,0,37,3,18,4,0.3888888888888889,0.05555555555555555,0.1111111111111111,0.0,0.0,0.25,0.0,0.0,0.75,290
Graduation,Together,55375.0,3,1,2,0,38,1,162,9,0.35185185185185186,0.06790123456790123,0.06172839506172839,0.1728395061728395,0.08641975308641975,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,255
Graduation,Single,80317.0,64,1,1,0,60,0,1231,18,0.314378554021121,0.008935824532900082,0.12103980503655565,0.07392363931762795,0.0463038180341186,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.5555555555555556,313
Master,Single,30523.0,0,1,7,0,57,3,13,4,0.23076923076923078,0.0,0.0,0.0,0.38461538461538464,0.25,0.25,0.0,0.5,363
PhD,Married,70356.0,20,2,6,0,70,0,1706,27,0.14595545134818289,0.009378663540445486,0.025205158264947247,0.009378663540445486,0.019343493552168817,0.07407407407407407,0.37037037037037035,0.2222222222222222,0.3333333333333333,601
Graduation,Married,23228.0,91,4,8,0,31,1,121,11,0.4049586776859504,0.024793388429752067,0.05785123966942149,0.03305785123966942,0.04132231404958678,0.36363636363636365,0.2727272727272727,0.0,0.36363636363636365,175
PhD,Divorced,74165.0,9,1,2,0,40,0,1293,20,0.18561484918793503,0.009280742459396751,0.01237432327919567,0.009280742459396751,0.009280742459396751,0.05,0.25,0.2,0.5,424
Graduation,Together,43482.0,83,3,6,0,49,3,88,9,0.36363636363636365,0.011363636363636364,0.06818181818181818,0.03409090909090909,0.3181818181818182,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,228
Graduation,Divorced,62551.0,27,1,3,0,62,0,421,18,0.2327790973871734,0.03800475059382423,0.3182897862232779,0.0498812351543943,0.06413301662707839,0.05555555555555555,0.3333333333333333,0.3888888888888889,0.2222222222222222,223
Graduation,Divorced,52332.0,63,1,4,0,56,0,259,12,0.1274131274131274,0.019305019305019305,0.02702702702702703,0.0,0.007722007722007722,0.08333333333333333,0.25,0.16666666666666666,0.5,305
Graduation,Single,66951.0,46,1,1,0,27,0,1117,15,0.2730528200537153,0.1450313339301701,0.1548791405550582,0.06803939122649955,0.11101163831692032,0.06666666666666667,0.2,0.26666666666666666,0.4666666666666667,239
Graduation,Together,26091.0,84,3,5,0,58,2,89,9,0.21348314606741572,0.11235955056179775,0.0898876404494382,0.19101123595505617,0.2247191011235955,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,124
Graduation,Together,33456.0,58,2,7,0,50,2,36,6,0.2777777777777778,0.08333333333333333,0.2222222222222222,0.027777777777777776,0.19444444444444445,0.3333333333333333,0.16666666666666666,0.0,0.5,69
Graduation,Married,28718.0,78,2,8,0,33,1,57,7,0.10526315789473684,0.07017543859649122,0.19298245614035087,0.14035087719298245,0.2807017543859649,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,351
Graduation,Married,50447.0,4,1,6,0,45,2,148,8,0.16216216216216217,0.0472972972972973,0.013513513513513514,0.02027027027027027,0.18243243243243243,0.125,0.375,0.125,0.375,69
PhD,Together,53537.0,17,2,5,0,56,2,93,8,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.25,0.25,0.125,0.375,150
Graduation,Single,52074.0,77,1,4,0,48,1,119,7,0.10084033613445378,0.0,0.0,0.0,0.40336134453781514,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,86
PhD,Married,80427.0,56,1,5,0,40,1,1835,28,0.2446866485013624,0.038692098092643054,0.03760217983651226,0.038692098092643054,0.014168937329700272,0.03571428571428571,0.39285714285714285,0.2857142857142857,0.2857142857142857,655
PhD,Married,83837.0,79,1,4,0,67,0,1318,25,0.09028831562974203,0.05007587253414264,0.06525037936267071,0.06752655538694992,0.08421851289833081,0.04,0.36,0.4,0.2,560
PhD,Married,38853.0,90,2,7,0,45,2,45,7,0.3111111111111111,0.0,0.0,0.0,0.044444444444444446,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,37
Graduation,Together,38285.0,96,1,2,0,56,3,10,4,0.5,0.0,0.2,0.0,0.1,0.25,0.0,0.0,0.75,5
2n Cycle,Married,78497.0,44,1,2,0,64,0,978,25,0.4570552147239264,0.026584867075664622,0.07668711656441718,0.0,0.2280163599182004,0.04,0.2,0.28,0.48,210
PhD,Married,51650.0,81,1,5,0,39,1,191,10,0.11518324607329843,0.015706806282722512,0.010471204188481676,0.02617801047120419,0.03664921465968586,0.1,0.4,0.1,0.4,49
2n Cycle,Married,16248.0,77,3,6,0,27,1,57,9,0.17543859649122806,0.19298245614035087,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.3333333333333333,50
Master,Married,66835.0,21,1,2,0,69,0,1033,24,0.1887705711519845,0.02516940948693127,0.03291384317521781,0.016456921587608905,0.13649564375605033,0.041666666666666664,0.25,0.16666666666666666,0.5416666666666666,274
Master,Married,30477.0,16,1,6,0,31,1,66,6,0.09090909090909091,0.015151515151515152,0.0,0.0,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,158
Basic,Married,28249.0,80,1,6,0,54,0,43,6,0.16279069767441862,0.20930232558139536,0.046511627906976744,0.32558139534883723,0.23255813953488372,0.16666666666666666,0.3333333333333333,0.0,0.5,14
Graduation,Married,25271.0,45,1,9,0,32,1,50,5,0.36,0.02,0.2,0.08,0.14,0.2,0.2,0.2,0.4,571
PhD,Single,32303.0,63,2,5,0,45,1,39,7,0.05128205128205128,0.0,0.0,0.0,0.05128205128205128,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,113
Graduation,Married,61286.0,34,2,5,0,49,1,608,18,0.17598684210526316,0.0,0.03125,0.014802631578947368,0.1924342105263158,0.1111111111111111,0.3888888888888889,0.05555555555555555,0.4444444444444444,331
Graduation,Married,74068.0,14,1,2,0,39,0,1581,24,0.3396584440227704,0.018975332068311195,0.08855154965211891,0.0480708412397217,0.009487666034155597,0.041666666666666664,0.16666666666666666,0.4166666666666667,0.375,467
PhD,Married,45759.0,13,2,7,0,51,2,68,7,0.2647058823529412,0.014705882352941176,0.04411764705882353,0.0,0.058823529411764705,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,491
Basic,Together,24882.0,52,1,6,0,37,1,80,5,0.125,0.05,0.3625,0.0,0.45,0.2,0.2,0.2,0.4,658
PhD,Together,66973.0,98,1,3,0,26,0,1282,28,0.3369734789391576,0.0171606864274571,0.11466458658346333,0.08814352574102964,0.07956318252730109,0.03571428571428571,0.2857142857142857,0.25,0.42857142857142855,408
Graduation,Married,38872.0,93,2,8,0,27,1,91,8,0.23076923076923078,0.03296703296703297,0.03296703296703297,0.2087912087912088,0.24175824175824176,0.25,0.375,0.0,0.375,395
Graduation,Married,51148.0,38,4,6,0,42,2,315,16,0.14285714285714285,0.01904761904761905,0.025396825396825397,0.02857142857142857,0.0380952380952381,0.25,0.3125,0.0625,0.375,496
Graduation,Married,31353.0,24,2,8,0,38,2,31,6,0.3225806451612903,0.0,0.0967741935483871,0.03225806451612903,0.22580645161290322,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,182
Master,Married,69661.0,80,1,3,0,35,0,834,23,0.12709832134292565,0.019184652278177457,0.03836930455635491,0.019184652278177457,0.009592326139088728,0.043478260869565216,0.30434782608695654,0.13043478260869565,0.5217391304347826,47
Graduation,Married,80067.0,82,1,2,0,61,0,1600,17,0.508125,0.010625,0.016875,0.108125,0.031875,0.058823529411764705,0.23529411764705882,0.35294117647058826,0.35294117647058826,283
Graduation,Married,86718.0,20,1,2,0,61,0,1270,17,0.3795275590551181,0.14881889763779527,0.03937007874015748,0.025984251968503937,0.13543307086614173,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.29411764705882354,528
PhD,Single,46854.0,81,6,8,0,42,2,263,15,0.30038022813688214,0.0038022813688212928,0.026615969581749048,0.0038022813688212928,0.30038022813688214,0.4,0.3333333333333333,0.06666666666666667,0.2,90
Graduation,Divorced,69142.0,50,3,5,0,63,1,535,19,0.06355140186915888,0.007476635514018692,0.011214953271028037,0.007476635514018692,0.07289719626168224,0.15789473684210525,0.42105263157894735,0.05263157894736842,0.3684210526315789,0
Graduation,Single,75922.0,60,1,1,0,47,0,1295,18,0.42702702702702705,0.10656370656370656,0.17297297297297298,0.01776061776061776,0.07104247104247104,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.5,202
Graduation,Divorced,63693.0,63,3,6,0,37,1,1150,29,0.29304347826086957,0.03739130434782609,0.036521739130434785,0.07565217391304348,0.04695652173913043,0.10344827586206896,0.3793103448275862,0.20689655172413793,0.3103448275862069,258
PhD,Together,102160.0,54,0,4,0,38,0,1240,26,0.11129032258064517,0.02338709677419355,0.06129032258064516,0.14193548387096774,0.0467741935483871,0.0,0.2692307692307692,0.34615384615384615,0.38461538461538464,604
PhD,Single,40637.0,72,2,7,0,50,2,38,6,0.34210526315789475,0.0,0.0,0.0,0.07894736842105263,0.3333333333333333,0.16666666666666666,0.0,0.5,347
Master,Single,18890.0,5,1,6,0,31,0,35,4,0.02857142857142857,0.11428571428571428,0.2,0.05714285714285714,0.42857142857142855,0.25,0.0,0.25,0.5,596
Graduation,Together,29604.0,88,1,9,0,27,1,53,5,0.24528301886792453,0.11320754716981132,0.1320754716981132,0.11320754716981132,0.2641509433962264,0.2,0.2,0.0,0.6,203
Master,Divorced,48721.0,50,6,6,0,52,2,293,17,0.3856655290102389,0.06143344709897611,0.16040955631399317,0.04436860068259386,0.07167235494880546,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.29411764705882354,412
Graduation,Married,44794.0,99,1,6,0,49,1,65,6,0.1076923076923077,0.0,0.0,0.0,0.06153846153846154,0.16666666666666666,0.3333333333333333,0.0,0.5,21
Graduation,Divorced,64497.0,17,5,8,0,61,1,1804,29,0.17738359201773837,0.026607538802660754,0.02328159645232816,0.017738359201773836,0.10643015521064302,0.1724137931034483,0.3793103448275862,0.13793103448275862,0.3103448275862069,657
Graduation,Together,46097.0,11,5,4,0,59,1,241,15,0.2821576763485477,0.0995850622406639,0.2697095435684647,0.016597510373443983,0.03319502074688797,0.3333333333333333,0.2,0.06666666666666667,0.4,455
Graduation,Together,77972.0,18,1,1,0,61,0,1101,20,0.28973660308810173,0.019981834695731154,0.02997275204359673,0.09264305177111716,0.010899182561307902,0.05,0.2,0.3,0.45,103
PhD,Married,44377.0,70,8,8,0,47,2,264,19,0.11363636363636363,0.0,0.0,0.0,0.03787878787878788,0.42105263157894735,0.2631578947368421,0.05263157894736842,0.2631578947368421,632
Master,Together,46014.0,21,10,7,0,41,2,541,26,0.10905730129390019,0.0,0.03512014787430684,0.0166358595194085,0.08133086876155268,0.38461538461538464,0.2692307692307692,0.038461538461538464,0.3076923076923077,524
Graduation,Married,70951.0,66,1,1,0,30,0,1198,17,0.46243739565943237,0.008347245409015025,0.21202003338898165,0.07262103505843072,0.045075125208681135,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.5294117647058824,421
Graduation,Married,41443.0,79,6,8,0,38,1,482,20,0.35477178423236516,0.014522821576763486,0.05186721991701245,0.03941908713692946,0.18464730290456433,0.3,0.4,0.05,0.25,89
2n Cycle,Single,52195.0,2,1,8,0,37,3,17,4,0.23529411764705882,0.0,0.0,0.0,0.058823529411764705,0.25,0.25,0.0,0.5,48
Master,Married,83790.0,81,1,3,0,67,0,1615,25,0.2582043343653251,0.009907120743034056,0.026006191950464396,0.029721362229102165,0.009907120743034056,0.04,0.32,0.4,0.24,226
Master,Widow,44551.0,24,2,7,0,61,1,285,12,0.11578947368421053,0.014035087719298246,0.0,0.0,0.23157894736842105,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.4166666666666667,302
Graduation,Together,69508.0,48,2,6,0,35,1,1135,28,0.14273127753303966,0.028193832599118944,0.03700440528634361,0.028193832599118944,0.03788546255506608,0.07142857142857142,0.39285714285714285,0.14285714285714285,0.39285714285714285,592
2n Cycle,Together,45204.0,93,1,3,0,27,1,114,7,0.21929824561403508,0.09649122807017543,0.2543859649122807,0.008771929824561403,0.15789473684210525,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,79
Graduation,Married,72460.0,56,1,1,0,46,0,1047,16,0.5157593123209169,0.009551098376313277,0.07640878701050621,0.02865329512893983,0.009551098376313277,0.0625,0.1875,0.3125,0.4375,227
PhD,Together,77622.0,3,2,3,0,45,2,714,22,0.21568627450980393,0.00980392156862745,0.02661064425770308,0.0,0.0196078431372549,0.09090909090909091,0.2727272727272727,0.13636363636363635,0.5,76
PhD,Married,30732.0,44,4,8,0,35,1,185,13,0.13513513513513514,0.005405405405405406,0.0,0.005405405405405406,0.016216216216216217,0.3076923076923077,0.3076923076923077,0.07692307692307693,0.3076923076923077,540
Graduation,Divorced,63887.0,38,5,6,0,53,1,1245,32,0.16626506024096385,0.018473895582329317,0.012048192771084338,0.008835341365461847,0.07389558232931727,0.15625,0.28125,0.1875,0.375,659
Graduation,Together,42011.0,46,4,8,0,37,1,189,12,0.08465608465608465,0.0,0.010582010582010581,0.005291005291005291,0.20634920634920634,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,460
Graduation,Together,51369.0,84,2,8,0,39,1,576,16,0.1371527777777778,0.012152777777777778,0.0,0.019097222222222224,0.3159722222222222,0.125,0.5,0.125,0.25,612
Graduation,Divorced,51537.0,27,3,8,0,63,1,1103,18,0.18495013599274707,0.01813236627379873,0.0,0.0,0.08340888485947416,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.6111111111111112,567
PhD,Married,79930.0,72,1,2,0,43,0,1753,17,0.42213348545350826,0.04905875641756988,0.03822019395322305,0.029092983456930975,0.009697661152310326,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.47058823529411764,690
PhD,Together,34320.0,66,1,8,0,29,1,17,4,0.5294117647058824,0.058823529411764705,0.17647058823529413,0.0,0.0,0.25,0.25,0.0,0.5,133
Graduation,Single,37070.0,30,9,7,0,49,2,433,23,0.3163972286374134,0.016166281755196306,0.009237875288683603,0.03464203233256351,0.09006928406466513,0.391304347826087,0.21739130434782608,0.043478260869565216,0.34782608695652173,466
2n Cycle,Divorced,81975.0,2,1,7,0,53,1,1588,14,0.11586901763224182,0.04785894206549118,0.11335012594458438,0.08690176322418136,0.01700251889168766,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.2857142857142857,540
Graduation,Together,38590.0,65,1,8,0,44,1,22,4,0.36363636363636365,0.045454545454545456,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.25,0.25,0.0,0.5,410
Graduation,Single,15033.0,37,1,3,0,64,0,19,5,0.2631578947368421,0.21052631578947367,0.3157894736842105,0.0,0.21052631578947367,0.2,0.2,0.0,0.6,74
PhD,Married,62745.0,89,3,5,0,50,1,1117,29,0.41539838854073413,0.018800358102059087,0.025067144136078783,0.008952551477170993,0.02864816472694718,0.10344827586206896,0.2413793103448276,0.27586206896551724,0.3793103448275862,463
2n Cycle,Married,22212.0,49,2,6,0,40,1,69,8,0.2898550724637681,0.13043478260869565,0.08695652173913043,0.11594202898550725,0.30434782608695654,0.25,0.25,0.0,0.5,202
Master,Together,23661.0,46,1,7,0,33,1,23,5,0.17391304347826086,0.0,0.0,0.0,0.043478260869565216,0.2,0.2,0.0,0.6,207
PhD,Single,79761.0,32,1,3,0,57,1,605,19,0.2049586776859504,0.008264462809917356,0.024793388429752067,0.05785123966942149,0.01818181818181818,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.5789473684210527,268
Graduation,Single,7500.0,54,4,7,0,42,1,57,11,0.17543859649122806,0.05263157894736842,0.21052631578947367,0.12280701754385964,0.3508771929824561,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,185
Graduation,Widow,73455.0,98,1,3,0,47,0,2088,22,0.3625478927203065,0.02921455938697318,0.08908045977011494,0.07806513409961686,0.009578544061302681,0.045454545454545456,0.2727272727272727,0.22727272727272727,0.45454545454545453,244
Graduation,Together,64961.0,97,2,3,0,57,1,1009,16,0.27353815659068387,0.11298315163528246,0.07433102081268583,0.12289395441030723,0.03766105054509415,0.125,0.375,0.25,0.25,553
Graduation,Single,22804.0,75,1,9,0,44,1,26,5,0.2692307692307692,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.2,0.4,0.0,0.4,333
Graduation,Married,73687.0,8,1,2,0,25,0,1627,22,0.3091579594345421,0.0940381069452981,0.13398893669330056,0.007990165949600492,0.11124769514443761,0.045454545454545456,0.13636363636363635,0.4090909090909091,0.4090909090909091,213
Graduation,Married,61074.0,37,7,7,0,57,1,1102,31,0.1206896551724138,0.0,0.0,0.025408348457350273,0.13793103448275862,0.22580645161290322,0.3548387096774194,0.16129032258064516,0.25806451612903225,681
PhD,Married,31686.0,31,2,6,0,51,2,17,6,0.29411764705882354,0.0,0.0,0.0,0.058823529411764705,0.3333333333333333,0.16666666666666666,0.0,0.5,24
Graduation,Married,80134.0,40,2,6,0,43,1,1690,16,0.16094674556213018,0.009467455621301775,0.06153846153846154,0.0,0.047337278106508875,0.125,0.3125,0.1875,0.375,405
Graduation,Married,75027.0,74,2,5,0,62,1,1390,21,0.12877697841726618,0.0460431654676259,0.09568345323741007,0.008633093525179856,0.05539568345323741,0.09523809523809523,0.42857142857142855,0.19047619047619047,0.2857142857142857,536
PhD,Married,67546.0,90,1,3,0,27,0,2126,20,0.36124176857949203,0.06302916274694262,0.07055503292568203,0.017873941674506115,0.08090310442144873,0.05,0.2,0.5,0.25,667
Master,Together,65176.0,57,4,6,0,46,1,1531,25,0.11952971913781842,0.018288700195950358,0.14369693011103854,0.045721750489875895,0.045721750489875895,0.16,0.36,0.24,0.24,608
